,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salario
5554,persona_5554,46,F,Bogotá,2,0,1,1023
5555,persona_5555,41,F,Bogotá,0,7,2,3671
5556,persona_5556,69,M,Cajicá,0,6,1,6172
5557,persona_5557,52,F,Cota,1,8,1,4021
5558,persona_5558,62,F,Cajicá,0,5,2,1156
5559,persona_5559,50,M,Zipaquirá,3,6,1,3065
5560,persona_5560,45,F,Cota,1,6,1,3089
5561,persona_5561,39,F,Chía,1,2,2,2907
5562,persona_5562,66,M,Chía,1,8,1,5125
5563,persona_5563,70,M,Zipaquirá,1,1,0,2509
5564,persona_5564,69,F,Cajicá,2,1,0,5476
5565,persona_5565,68,M,Chía,1,10,1,2105
5566,persona_5566,47,M,Chía,1,10,2,4352
5567,persona_5567,37,M,Cota,0,1,0,4840
5568,persona_5568,22,M,Bogotá,3,6,1,1766
5569,persona_5569,32,M,Chía,3,3,0,2299
5570,persona_5570,67,M,Zipaquirá,3,8,0,1905
5571,persona_5571,60,M,Zipaquirá,2,6,1,6511
5572,persona_5572,29,M,Zipaquirá,1,2,0,1925
5573,persona_5573,24,F,Cajicá,3,6,1,4684
5574,persona_5574,44,F,Bogotá,0,3,2,6226
5575,persona_5575,46,M,Zipaquirá,0,10,2,4937
5576,persona_5576,64,F,Cajicá,0,7,1,4934
5577,persona_5577,21,F,Zipaquirá,3,3,0,5155
5578,persona_5578,29,M,Zipaquirá,3,6,2,4620
5579,persona_5579,61,F,Zipaquirá,0,4,1,3380
5580,persona_5580,23,M,Cajicá,2,4,2,1301
5581,persona_5581,40,F,Zipaquirá,0,2,0,4218
5582,persona_5582,46,F,Zipaquirá,1,2,2,6999
5583,persona_5583,52,F,Cota,3,0,2,3437
5584,persona_5584,42,F,Chía,3,6,0,6307
5585,persona_5585,47,M,Cajicá,3,8,2,5806
5586,persona_5586,53,F,Bogotá,1,6,1,3224
5587,persona_5587,28,F,Cota,2,8,2,3400
5588,persona_5588,64,M,Bogotá,0,2,1,4800
5589,persona_5589,37,M,Cajicá,3,4,1,3120
5590,persona_5590,58,M,Zipaquirá,1,10,2,5448
5591,persona_5591,53,M,Bogotá,2,6,1,2097
5592,persona_5592,47,M,Cota,3,0,0,4252
5593,persona_5593,52,F,Chía,3,7,0,3161
5594,persona_5594,34,F,Chía,3,5,2,4015
5595,persona_5595,45,F,Zipaquirá,2,2,1,3327
5596,persona_5596,61,F,Zipaquirá,3,1,2,5884
5597,persona_5597,55,F,Cajicá,3,0,0,4280
5598,persona_5598,62,F,Cota,3,1,1,3943
5599,persona_5599,28,F,Cajicá,1,9,0,1897
5600,persona_5600,42,M,Cajicá,3,2,2,6802
5601,persona_5601,67,M,Cajicá,1,10,2,5094
5602,persona_5602,57,M,Zipaquirá,1,7,1,1038
5603,persona_5603,39,M,Cajicá,2,4,1,3883
5604,persona_5604,58,F,Zipaquirá,3,9,2,3115
5605,persona_5605,69,F,Zipaquirá,3,1,2,4946
5606,persona_5606,40,F,Chía,0,3,2,6402
5607,persona_5607,61,M,Zipaquirá,2,1,1,5439
5608,persona_5608,60,M,Bogotá,2,4,1,2247
5609,persona_5609,55,M,Bogotá,2,2,2,1436
5610,persona_5610,28,M,Chía,0,7,0,5218
5611,persona_5611,63,F,Zipaquirá,1,2,2,2996
5612,persona_5612,40,F,Zipaquirá,2,7,2,6858
5613,persona_5613,45,M,Bogotá,0,2,0,3763
5614,persona_5614,62,M,Cajicá,1,10,1,2260
5615,persona_5615,39,M,Chía,2,1,2,4260
5616,persona_5616,22,M,Bogotá,1,5,1,6430
5617,persona_5617,66,M,Zipaquirá,1,0,2,5692
5618,persona_5618,46,F,Zipaquirá,1,6,1,2938
5619,persona_5619,45,F,Cota,3,7,2,1597
5620,persona_5620,56,M,Cajicá,3,2,1,6420
5621,persona_5621,59,M,Cajicá,2,1,2,2112
5622,persona_5622,38,F,Zipaquirá,1,0,0,6910
5623,persona_5623,30,F,Cota,0,9,2,4290
5624,persona_5624,65,M,Cajicá,2,10,0,2703
5625,persona_5625,33,F,Chía,0,8,1,3091
5626,persona_5626,25,F,Cajicá,2,8,0,4451
5627,persona_5627,28,F,Zipaquirá,0,8,0,6802
5628,persona_5628,44,M,Cajicá,2,1,2,2375
5629,persona_5629,27,F,Cota,2,0,2,1917
5630,persona_5630,47,M,Cota,2,9,2,2096
5631,persona_5631,57,F,Zipaquirá,3,7,0,2200
5632,persona_5632,34,F,Chía,3,4,1,1990
5633,persona_5633,26,M,Zipaquirá,3,5,1,6185
5634,persona_5634,39,F,Bogotá,1,4,2,2578
5635,persona_5635,20,M,Bogotá,1,9,2,5744
5636,persona_5636,63,M,Zipaquirá,2,1,2,4687
5637,persona_5637,70,M,Cota,3,1,0,6275
5638,persona_5638,58,F,Cota,0,4,2,2030
5639,persona_5639,34,M,Cajicá,0,5,0,5934
5640,persona_5640,42,F,Cota,1,4,1,4680
5641,persona_5641,22,F,Cajicá,3,1,0,6402
5642,persona_5642,38,M,Zipaquirá,3,1,0,2715
5643,persona_5643,60,M,Bogotá,0,7,1,1079
5644,persona_5644,40,M,Cota,3,4,1,6948
5645,persona_5645,50,F,Zipaquirá,0,6,2,1918
5646,persona_5646,52,F,Cajicá,2,7,2,2929
5647,persona_5647,21,F,Bogotá,3,0,0,4733
5648,persona_5648,61,F,Chía,0,5,0,1768
5649,persona_5649,24,F,Cota,2,2,0,5610
5650,persona_5650,26,M,Zipaquirá,0,9,1,2577
5651,persona_5651,35,F,Cota,3,2,1,5965
5652,persona_5652,56,M,Zipaquirá,1,2,2,3523
5653,persona_5653,37,M,Zipaquirá,0,3,2,1197
5654,persona_5654,65,M,Bogotá,1,6,0,1767
5655,persona_5655,44,M,Cota,0,2,2,2230
5656,persona_5656,38,F,Cajicá,3,1,0,3873
5657,persona_5657,37,M,Cota,3,3,1,6073
5658,persona_5658,46,M,Bogotá,0,8,2,6350
5659,persona_5659,56,M,Zipaquirá,3,9,2,1620
5660,persona_5660,46,F,Bogotá,2,9,2,6211
5661,persona_5661,48,M,Cota,2,5,0,6163
5662,persona_5662,51,F,Bogotá,3,1,0,6390
5663,persona_5663,47,M,Cajicá,0,5,0,2717
5664,persona_5664,35,M,Cota,2,5,0,1514
5665,persona_5665,28,M,Chía,1,9,2,6120
5666,persona_5666,43,M,Zipaquirá,3,10,2,2321
5667,persona_5667,58,M,Cota,3,2,1,5315
5668,persona_5668,30,F,Cajicá,1,2,0,4914
5669,persona_5669,40,F,Zipaquirá,1,0,2,5133
5670,persona_5670,51,F,Bogotá,3,4,1,1177
5671,persona_5671,70,M,Cajicá,1,10,1,1550
5672,persona_5672,64,M,Chía,2,8,0,5727
5673,persona_5673,67,F,Cota,3,0,0,1469
5674,persona_5674,51,M,Cajicá,3,0,1,4283
5675,persona_5675,49,F,Cajicá,0,4,1,4905
5676,persona_5676,31,F,Chía,0,10,0,4647
5677,persona_5677,52,F,Cota,1,10,0,3461
5678,persona_5678,61,M,Cajicá,1,1,1,1942
5679,persona_5679,52,M,Cota,3,4,1,1244
5680,persona_5680,55,F,Zipaquirá,3,6,1,6216
5681,persona_5681,28,F,Cajicá,3,0,1,1198
5682,persona_5682,52,M,Zipaquirá,3,0,0,6414
5683,persona_5683,49,M,Cajicá,0,5,0,2993
5684,persona_5684,20,M,Zipaquirá,1,4,0,2605
5685,persona_5685,24,F,Bogotá,1,6,2,5884
5686,persona_5686,30,M,Zipaquirá,0,1,0,2015
5687,persona_5687,63,F,Zipaquirá,0,5,2,5548
5688,persona_5688,32,M,Cajicá,3,8,2,6935
5689,persona_5689,37,F,Chía,3,5,2,6968
5690,persona_5690,41,F,Zipaquirá,3,2,1,2456
5691,persona_5691,33,F,Bogotá,1,5,0,2085
5692,persona_5692,69,F,Bogotá,2,7,0,4441
5693,persona_5693,26,F,Cajicá,2,7,0,1078
5694,persona_5694,46,F,Chía,3,4,2,2020
5695,persona_5695,27,F,Zipaquirá,1,7,1,5783
5696,persona_5696,44,M,Cota,0,6,0,913
5697,persona_5697,34,M,Zipaquirá,0,3,1,2196
5698,persona_5698,34,F,Chía,3,1,1,6139
5699,persona_5699,31,M,Cajicá,2,9,1,4434
5700,persona_5700,66,F,Bogotá,0,5,1,2769
5701,persona_5701,37,M,Cota,1,1,2,5066
5702,persona_5702,33,M,Zipaquirá,0,0,1,1850
5703,persona_5703,46,M,Chía,1,2,2,2023
5704,persona_5704,35,M,Cota,3,10,0,5637
5705,persona_5705,35,F,Zipaquirá,1,3,0,2475
5706,persona_5706,35,F,Cajicá,3,7,2,4137
5707,persona_5707,37,M,Chía,1,9,0,5028
5708,persona_5708,47,F,Cajicá,2,3,1,4116
5709,persona_5709,57,F,Cajicá,1,10,0,1328
5710,persona_5710,23,F,Bogotá,2,0,0,4052
5711,persona_5711,54,M,Chía,2,9,2,1954
5712,persona_5712,65,M,Zipaquirá,2,10,0,5182
5713,persona_5713,55,M,Bogotá,2,8,2,2709
5714,persona_5714,38,M,Zipaquirá,1,5,2,6249
5715,persona_5715,35,F,Bogotá,0,3,2,4084
5716,persona_5716,24,F,Zipaquirá,0,5,0,6414
5717,persona_5717,41,F,Cota,0,8,0,4237
5718,persona_5718,28,F,Chía,2,9,2,1441
5719,persona_5719,60,M,Cajicá,0,9,2,2411
5720,persona_5720,49,F,Cajicá,2,5,2,5804
5721,persona_5721,36,M,Bogotá,0,3,1,1814
5722,persona_5722,56,M,Cota,1,0,1,2536
5723,persona_5723,37,M,Cajicá,1,8,2,1596
5724,persona_5724,65,F,Zipaquirá,2,6,2,3092
5725,persona_5725,31,M,Cajicá,1,0,0,4886
5726,persona_5726,33,M,Cota,2,1,1,3229
5727,persona_5727,39,M,Zipaquirá,1,0,1,5786
5728,persona_5728,53,F,Cajicá,0,8,1,6199
5729,persona_5729,38,M,Cajicá,3,7,2,6320
5730,persona_5730,52,M,Bogotá,1,4,1,2346
5731,persona_5731,44,M,Chía,3,9,0,2260
5732,persona_5732,29,F,Bogotá,1,4,2,6152
5733,persona_5733,22,M,Cota,0,3,2,1590
5734,persona_5734,47,F,Bogotá,0,6,2,4614
5735,persona_5735,37,M,Chía,0,5,0,6557
5736,persona_5736,52,F,Zipaquirá,1,4,0,984
5737,persona_5737,30,F,Bogotá,3,10,1,5172
5738,persona_5738,37,M,Cota,1,4,1,5636
5739,persona_5739,64,M,Chía,1,6,0,6175
5740,persona_5740,33,F,Bogotá,3,8,1,5961
5741,persona_5741,53,F,Cajicá,0,3,2,3805
5742,persona_5742,49,F,Zipaquirá,2,2,1,1432
5743,persona_5743,45,M,Cajicá,1,4,0,4988
5744,persona_5744,59,M,Cajicá,3,5,2,957
5745,persona_5745,52,F,Bogotá,1,5,1,3236
5746,persona_5746,31,F,Zipaquirá,3,10,0,4152
5747,persona_5747,52,M,Chía,2,4,1,3705
5748,persona_5748,45,F,Bogotá,3,8,0,6221
5749,persona_5749,52,F,Chía,2,9,2,2029
5750,persona_5750,41,M,Zipaquirá,0,10,2,2395
5751,persona_5751,54,M,Cajicá,2,9,2,3784
5752,persona_5752,29,F,Cota,0,7,2,5540
5753,persona_5753,51,M,Bogotá,0,1,1,3981
5754,persona_5754,48,F,Bogotá,3,10,1,4194
5755,persona_5755,39,F,Cajicá,2,3,1,5632
5756,persona_5756,36,M,Bogotá,3,9,0,5092
5757,persona_5757,26,M,Bogotá,0,3,1,1692
5758,persona_5758,35,M,Zipaquirá,2,6,0,6394
5759,persona_5759,49,F,Zipaquirá,2,7,1,5135
5760,persona_5760,29,F,Cota,3,9,2,3428
5761,persona_5761,60,M,Cajicá,0,6,2,5596
5762,persona_5762,41,F,Zipaquirá,3,9,0,4217
5763,persona_5763,31,M,Cota,2,4,2,5287
5764,persona_5764,63,F,Zipaquirá,0,10,1,6816
5765,persona_5765,33,F,Chía,1,9,1,3942
5766,persona_5766,29,M,Cota,3,5,2,6757
5767,persona_5767,69,F,Bogotá,1,2,2,3458
5768,persona_5768,33,F,Cota,2,1,2,5930
5769,persona_5769,62,F,Bogotá,1,9,0,5625
5770,persona_5770,40,M,Chía,2,10,1,5280
5771,persona_5771,57,F,Cota,0,10,1,6663
5772,persona_5772,43,F,Cajicá,3,8,2,1243
5773,persona_5773,49,M,Zipaquirá,3,6,2,5058
5774,persona_5774,39,F,Cajicá,1,3,2,1587
5775,persona_5775,66,F,Chía,2,2,1,4947
5776,persona_5776,63,F,Zipaquirá,1,0,0,3550
5777,persona_5777,22,F,Bogotá,2,0,0,6755
5778,persona_5778,69,M,Chía,3,1,0,1770
5779,persona_5779,65,F,Bogotá,1,4,0,6307
5780,persona_5780,37,M,Chía,3,10,1,6250
5781,persona_5781,49,M,Chía,1,0,1,6747
5782,persona_5782,29,M,Cota,3,6,0,5525
5783,persona_5783,34,M,Cota,2,2,1,4792
5784,persona_5784,27,M,Cota,2,2,0,3942
5785,persona_5785,40,M,Cajicá,2,3,0,2749
5786,persona_5786,25,F,Cajicá,3,1,0,1482
5787,persona_5787,47,F,Cota,1,2,0,1341
5788,persona_5788,39,M,Zipaquirá,1,4,1,5733
5789,persona_5789,31,F,Zipaquirá,3,8,1,904
5790,persona_5790,41,F,Bogotá,2,7,0,2283
5791,persona_5791,25,F,Chía,2,9,0,3528
5792,persona_5792,68,F,Chía,1,7,1,5678
5793,persona_5793,25,M,Cota,1,1,1,2221
5794,persona_5794,35,F,Cota,1,4,0,3164
5795,persona_5795,37,M,Bogotá,2,1,2,965
5796,persona_5796,57,M,Cajicá,1,2,1,2531
5797,persona_5797,27,F,Cota,0,3,0,4975
5798,persona_5798,53,M,Chía,1,2,1,1691
5799,persona_5799,35,F,Cajicá,0,3,1,4670
5800,persona_5800,29,F,Bogotá,0,7,2,6993
5801,persona_5801,34,F,Zipaquirá,3,4,2,3569
5802,persona_5802,69,M,Chía,2,5,1,4207
5803,persona_5803,49,F,Zipaquirá,3,3,2,1499
5804,persona_5804,57,M,Cota,2,7,0,5208
5805,persona_5805,46,M,Cajicá,3,0,2,4791
5806,persona_5806,50,M,Cajicá,2,1,1,5029
5807,persona_5807,25,M,Chía,1,5,2,4546
5808,persona_5808,57,F,Cota,0,10,1,1537
5809,persona_5809,49,M,Zipaquirá,0,1,0,3566
5810,persona_5810,51,M,Chía,1,2,1,1729
5811,persona_5811,51,M,Chía,1,10,1,1355
5812,persona_5812,58,M,Chía,2,8,0,1916
5813,persona_5813,33,M,Cota,1,6,1,3624
5814,persona_5814,43,F,Chía,2,8,0,4605
5815,persona_5815,58,F,Bogotá,0,3,1,4602
5816,persona_5816,48,M,Cajicá,0,5,2,949
5817,persona_5817,39,M,Cota,2,6,1,2285
5818,persona_5818,44,F,Cajicá,2,2,1,5618
5819,persona_5819,63,M,Zipaquirá,3,0,0,5062
5820,persona_5820,48,F,Chía,1,4,0,6161
5821,persona_5821,26,F,Chía,3,1,1,1209
5822,persona_5822,52,M,Zipaquirá,2,9,2,5013
5823,persona_5823,38,F,Zipaquirá,0,6,2,2001
5824,persona_5824,26,F,Cota,1,1,2,1537
5825,persona_5825,57,F,Cota,2,5,2,4518
5826,persona_5826,40,F,Zipaquirá,2,6,2,5369
5827,persona_5827,38,F,Cajicá,0,6,1,6087
5828,persona_5828,68,M,Zipaquirá,2,1,0,3857
5829,persona_5829,50,F,Cota,2,9,0,3015
5830,persona_5830,51,F,Zipaquirá,3,10,1,3315
5831,persona_5831,70,M,Cota,2,10,0,4310
5832,persona_5832,59,M,Cota,0,10,0,4252
5833,persona_5833,21,M,Zipaquirá,0,1,2,6601
5834,persona_5834,38,F,Cajicá,2,6,1,3722
5835,persona_5835,52,F,Cota,0,6,1,3597
5836,persona_5836,22,F,Chía,0,10,0,1736
5837,persona_5837,69,M,Chía,2,6,2,6680
5838,persona_5838,42,F,Zipaquirá,1,5,2,3006
5839,persona_5839,38,F,Cajicá,2,8,1,1085
5840,persona_5840,40,F,Bogotá,3,1,1,2579
5841,persona_5841,66,F,Cajicá,3,10,1,1522
5842,persona_5842,51,F,Zipaquirá,0,10,1,2680
5843,persona_5843,31,F,Cajicá,3,9,2,6282
5844,persona_5844,53,M,Zipaquirá,2,2,1,5982
5845,persona_5845,69,F,Chía,0,10,0,1388
5846,persona_5846,61,F,Bogotá,1,2,0,6002
5847,persona_5847,45,F,Cajicá,0,10,0,5502
5848,persona_5848,66,M,Cajicá,3,5,1,2875
5849,persona_5849,33,M,Bogotá,2,4,0,1669
5850,persona_5850,36,F,Cajicá,0,10,2,3006
5851,persona_5851,55,M,Cajicá,3,9,0,4094
5852,persona_5852,70,F,Cota,2,9,1,3433
5853,persona_5853,23,M,Cajicá,3,7,1,4045
5854,persona_5854,60,F,Cota,3,1,0,3924
5855,persona_5855,30,M,Cajicá,0,2,2,5765
5856,persona_5856,58,M,Cajicá,1,9,0,6561
5857,persona_5857,48,F,Zipaquirá,3,1,0,3169
5858,persona_5858,34,M,Zipaquirá,1,5,0,2730
5859,persona_5859,67,M,Zipaquirá,3,0,2,3904
5860,persona_5860,59,F,Cajicá,0,1,2,5321
5861,persona_5861,52,M,Zipaquirá,1,2,2,6432
5862,persona_5862,46,F,Chía,2,5,2,3738
5863,persona_5863,24,F,Zipaquirá,3,4,1,2639
5864,persona_5864,39,F,Chía,0,1,0,2001
5865,persona_5865,22,M,Cajicá,3,9,1,3812
5866,persona_5866,54,F,Cajicá,3,10,1,4135
5867,persona_5867,43,M,Cota,2,10,1,4061
5868,persona_5868,57,M,Bogotá,1,2,1,3149
5869,persona_5869,62,M,Zipaquirá,0,8,1,5771
5870,persona_5870,50,M,Cota,1,2,2,6993
5871,persona_5871,28,M,Zipaquirá,3,10,1,3604
5872,persona_5872,57,M,Zipaquirá,0,10,1,3053
5873,persona_5873,44,M,Chía,0,5,0,5376
5874,persona_5874,35,M,Cajicá,0,7,1,6855
5875,persona_5875,37,F,Chía,3,8,0,5277
5876,persona_5876,44,M,Chía,2,8,0,4086
5877,persona_5877,64,F,Chía,0,10,1,6949
5878,persona_5878,45,F,Bogotá,0,5,1,6094
5879,persona_5879,37,F,Bogotá,2,8,1,6272
5880,persona_5880,48,F,Cota,1,2,2,3137
5881,persona_5881,34,M,Chía,0,8,1,933
5882,persona_5882,53,M,Cajicá,0,5,2,1010
5883,persona_5883,30,M,Zipaquirá,1,6,2,4106
5884,persona_5884,25,F,Zipaquirá,3,8,2,5691
5885,persona_5885,64,M,Chía,0,10,2,3990
5886,persona_5886,49,M,Chía,0,7,0,6247
5887,persona_5887,21,F,Cajicá,0,2,2,2683
5888,persona_5888,53,F,Zipaquirá,2,3,0,4686
5889,persona_5889,42,F,Cota,3,4,0,4127
5890,persona_5890,23,M,Cajicá,1,1,0,5919
5891,persona_5891,34,F,Bogotá,1,10,0,6639
5892,persona_5892,66,F,Cota,3,7,0,3599
5893,persona_5893,42,F,Chía,3,10,1,3666
5894,persona_5894,61,F,Bogotá,3,8,1,4462
5895,persona_5895,57,F,Bogotá,0,2,0,5068
5896,persona_5896,56,M,Bogotá,0,3,2,1872
5897,persona_5897,61,M,Bogotá,0,10,1,1623
5898,persona_5898,67,F,Bogotá,3,0,2,2511
5899,persona_5899,46,M,Cajicá,2,6,1,2979
5900,persona_5900,40,M,Zipaquirá,0,5,2,1619
5901,persona_5901,34,F,Zipaquirá,2,8,0,6090
5902,persona_5902,28,M,Zipaquirá,3,0,1,3720
5903,persona_5903,60,M,Chía,3,1,1,4860
5904,persona_5904,59,F,Bogotá,0,7,2,1390
5905,persona_5905,31,M,Chía,2,7,2,1783
5906,persona_5906,46,M,Cota,2,1,1,6352
5907,persona_5907,62,F,Chía,0,3,2,2102
5908,persona_5908,46,F,Bogotá,2,3,0,5085
5909,persona_5909,39,M,Bogotá,1,10,2,6441
5910,persona_5910,68,M,Cota,3,8,0,6812
5911,persona_5911,55,M,Chía,1,2,2,3496
5912,persona_5912,65,F,Chía,1,5,1,6484
5913,persona_5913,26,F,Chía,3,4,1,2208
5914,persona_5914,57,M,Cajicá,0,8,1,5506
5915,persona_5915,59,M,Bogotá,1,2,2,6833
5916,persona_5916,49,F,Zipaquirá,3,8,1,3936
5917,persona_5917,65,M,Cajicá,3,6,0,5300
5918,persona_5918,37,M,Bogotá,3,2,1,2858
5919,persona_5919,28,M,Chía,2,10,1,5112
5920,persona_5920,29,F,Cajicá,1,0,2,4631
5921,persona_5921,55,M,Bogotá,2,7,2,4503
5922,persona_5922,46,F,Bogotá,3,4,2,1688
5923,persona_5923,32,F,Chía,2,8,1,4682
5924,persona_5924,64,M,Cota,2,5,1,1218
5925,persona_5925,49,F,Chía,3,7,1,4568
5926,persona_5926,44,F,Chía,0,9,0,1182
5927,persona_5927,66,F,Zipaquirá,2,9,2,5454
5928,persona_5928,48,F,Cajicá,1,1,0,4574
5929,persona_5929,53,F,Chía,1,9,1,5784
5930,persona_5930,68,M,Chía,2,2,0,3241
5931,persona_5931,55,M,Zipaquirá,0,1,2,2190
5932,persona_5932,59,M,Zipaquirá,2,10,2,4078
5933,persona_5933,27,F,Zipaquirá,2,8,2,4750
5934,persona_5934,32,M,Zipaquirá,0,2,2,4436
5935,persona_5935,21,F,Cota,1,10,1,3951
5936,persona_5936,61,F,Chía,0,6,2,3901
5937,persona_5937,33,M,Zipaquirá,3,4,1,4024
5938,persona_5938,47,M,Bogotá,3,5,0,5921
5939,persona_5939,47,F,Cota,3,9,0,5363
5940,persona_5940,29,F,Bogotá,2,8,1,3370
5941,persona_5941,45,M,Cota,1,0,1,2729
5942,persona_5942,20,F,Chía,0,8,1,3173
5943,persona_5943,44,F,Bogotá,3,7,0,5597
5944,persona_5944,33,M,Cota,2,4,2,5908
5945,persona_5945,30,M,Bogotá,3,9,0,3707
5946,persona_5946,43,M,Bogotá,0,4,1,4115
5947,persona_5947,21,F,Zipaquirá,2,7,0,4939
5948,persona_5948,26,M,Bogotá,3,0,0,1285
5949,persona_5949,31,M,Zipaquirá,0,7,1,5792
5950,persona_5950,57,F,Chía,2,8,1,6120
5951,persona_5951,62,F,Cota,3,8,1,2108
5952,persona_5952,37,F,Zipaquirá,2,10,1,1008
5953,persona_5953,49,M,Cota,0,6,0,6070
5954,persona_5954,52,M,Cajicá,2,0,0,6293
5955,persona_5955,66,F,Zipaquirá,2,4,0,1235
5956,persona_5956,29,F,Cota,1,7,0,1592
5957,persona_5957,48,M,Cota,1,1,0,2717
5958,persona_5958,28,F,Bogotá,3,4,1,4796
5959,persona_5959,34,F,Cota,0,9,0,5683
5960,persona_5960,69,F,Chía,0,5,1,1081
5961,persona_5961,38,F,Zipaquirá,3,5,1,3131
5962,persona_5962,57,F,Cajicá,1,7,2,6013
5963,persona_5963,59,M,Zipaquirá,1,3,2,6364
5964,persona_5964,37,F,Cota,1,0,0,5264
5965,persona_5965,57,M,Zipaquirá,2,1,0,2763
5966,persona_5966,53,M,Chía,0,3,0,1246
5967,persona_5967,62,F,Chía,0,8,2,6689
5968,persona_5968,67,F,Zipaquirá,1,0,0,2383
5969,persona_5969,25,M,Cota,1,2,2,3633
5970,persona_5970,64,M,Chía,1,3,2,3274
5971,persona_5971,23,M,Bogotá,2,9,1,4860
5972,persona_5972,43,M,Cajicá,1,5,2,1226
5973,persona_5973,57,M,Cajicá,0,4,1,6802
5974,persona_5974,57,F,Bogotá,3,9,1,1312
5975,persona_5975,63,F,Cota,3,10,2,5227
5976,persona_5976,38,F,Cota,0,10,1,4009
5977,persona_5977,37,F,Cajicá,2,6,0,6625
5978,persona_5978,37,M,Bogotá,3,0,1,1550
5979,persona_5979,30,M,Bogotá,2,2,1,5290
5980,persona_5980,34,F,Chía,3,10,1,3710
5981,persona_5981,37,F,Cajicá,0,1,0,1572
5982,persona_5982,68,M,Zipaquirá,2,7,0,2340
5983,persona_5983,69,F,Chía,1,8,1,3202
5984,persona_5984,51,M,Cajicá,0,10,0,2945
5985,persona_5985,40,M,Chía,2,2,2,1820
5986,persona_5986,27,M,Zipaquirá,1,10,2,6390
5987,persona_5987,67,F,Cota,1,6,2,1624
5988,persona_5988,40,F,Chía,0,5,0,3490
5989,persona_5989,33,F,Cajicá,1,8,1,6717
5990,persona_5990,62,M,Cajicá,2,10,2,1886
5991,persona_5991,53,F,Bogotá,2,10,0,1769
5992,persona_5992,43,M,Cajicá,3,2,2,3643
5993,persona_5993,61,M,Chía,1,9,2,6261
5994,persona_5994,26,F,Zipaquirá,2,8,1,5995
5995,persona_5995,32,F,Cota,3,5,2,6868
5996,persona_5996,41,M,Cota,0,7,2,2830
5997,persona_5997,24,F,Chía,0,5,1,3657
5998,persona_5998,59,M,Bogotá,1,8,1,3980
5999,persona_5999,38,M,Cajicá,0,3,0,6317
6000,persona_6000,61,F,Cajicá,3,3,1,3353
6001,persona_6001,52,F,Cota,2,3,1,5802
6002,persona_6002,67,F,Chía,1,3,0,1425
6003,persona_6003,56,F,Cajicá,0,9,2,3032
6004,persona_6004,70,F,Cajicá,0,4,0,3142
6005,persona_6005,41,F,Cota,2,7,2,1776
6006,persona_6006,43,F,Cajicá,0,10,2,4805
6007,persona_6007,26,F,Cajicá,0,7,0,2865
6008,persona_6008,54,M,Zipaquirá,3,1,2,1560
6009,persona_6009,58,M,Cota,1,7,2,5780
6010,persona_6010,48,F,Bogotá,0,4,2,1340
6011,persona_6011,32,M,Cota,1,9,0,3161
6012,persona_6012,28,F,Chía,3,3,1,5332
6013,persona_6013,63,F,Cajicá,1,1,0,6156
6014,persona_6014,20,M,Chía,3,1,0,2268
6015,persona_6015,26,F,Zipaquirá,0,5,0,4732
6016,persona_6016,40,M,Zipaquirá,2,4,2,3823
6017,persona_6017,28,F,Zipaquirá,2,2,2,2886
6018,persona_6018,47,F,Chía,2,5,0,6549
6019,persona_6019,45,M,Chía,3,6,2,5421
6020,persona_6020,57,M,Zipaquirá,3,5,1,2093
6021,persona_6021,38,M,Cajicá,0,2,0,2074
6022,persona_6022,39,M,Cota,1,7,1,2214
6023,persona_6023,70,M,Cajicá,3,4,1,6293
6024,persona_6024,20,F,Chía,3,3,2,6681
6025,persona_6025,35,M,Zipaquirá,2,7,2,2957
6026,persona_6026,41,M,Chía,2,4,1,5413
6027,persona_6027,44,M,Chía,3,10,0,6714
6028,persona_6028,28,F,Chía,0,9,0,3984
6029,persona_6029,43,M,Bogotá,1,3,2,918
6030,persona_6030,37,F,Bogotá,0,1,1,6931
6031,persona_6031,64,F,Zipaquirá,3,8,0,1359
6032,persona_6032,30,M,Bogotá,3,0,1,4760
6033,persona_6033,47,F,Chía,1,3,0,6378
6034,persona_6034,58,M,Chía,1,3,1,1553
6035,persona_6035,53,M,Zipaquirá,2,7,1,4777
6036,persona_6036,54,M,Zipaquirá,2,1,2,1669
6037,persona_6037,39,M,Bogotá,2,7,0,6544
6038,persona_6038,33,M,Bogotá,3,1,0,5172
6039,persona_6039,28,M,Cota,0,5,2,2382
6040,persona_6040,68,M,Bogotá,2,1,0,6336
6041,persona_6041,65,F,Zipaquirá,0,8,2,3690
6042,persona_6042,66,F,Cota,1,9,1,1958
6043,persona_6043,33,M,Cota,3,4,1,6775
6044,persona_6044,30,M,Cota,2,2,1,3849
6045,persona_6045,53,M,Chía,3,0,0,6095
6046,persona_6046,20,M,Bogotá,0,5,2,3401
6047,persona_6047,31,M,Cajicá,0,6,0,5935
6048,persona_6048,48,M,Cajicá,3,2,0,3736
6049,persona_6049,42,F,Zipaquirá,0,6,1,974
6050,persona_6050,54,F,Chía,3,0,2,2695
6051,persona_6051,21,M,Cajicá,3,8,0,2235
6052,persona_6052,59,M,Bogotá,0,10,2,1670
6053,persona_6053,70,M,Bogotá,0,10,0,2460
6054,persona_6054,66,M,Chía,3,4,1,3435
6055,persona_6055,28,M,Zipaquirá,2,9,0,1201
6056,persona_6056,42,M,Cajicá,0,7,2,6905
6057,persona_6057,31,M,Chía,0,8,2,2194
